time,gFx,gFy,gFz,TgF
1.006121,0.5691,-0.6744,-0.0383,0.883
1.006689,0.5505,-0.6934,-0.0315,0.886
1.009186,0.5447,-0.7203,-0.0300,0.904
1.013927,0.5388,-0.7457,-0.0305,0.920
1.015179,0.5266,-0.7746,-0.0275,0.937
1.016985,0.5173,-0.7931,-0.0241,0.947
1.021767,0.5159,-0.8161,-0.0212,0.966
1.022360,0.5080,-0.8317,-0.0183,0.975
1.024623,0.4988,-0.8449,-0.0339,0.982
1.041890,0.4900,-0.8161,-0.0236,0.952
1.042615,0.4914,-0.7985,-0.0046,0.938
1.042901,0.4606,-0.8141,-0.0383,0.936
1.043190,0.4206,-0.8253,-0.0623,0.928
1.043453,0.3825,-0.8459,-0.0974,0.933
1.043750,0.3497,-0.8644,-0.1170,0.940
1.044018,0.3077,-0.8855,-0.1356,0.947
1.044269,0.2789,-0.8987,-0.1629,0.955
1.051857,0.2373,-0.9192,-0.1951,0.969
1.052562,0.2114,-0.9514,-0.2426,1.004
1.052866,0.1948,-0.9734,-0.2875,1.033
1.055616,0.1900,-0.9983,-0.3358,1.070
1.059235,0.1841,-1.0149,-0.3818,1.100
1.059515,0.1826,-1.0354,-0.4419,1.141
1.062382,0.1890,-1.0740,-0.5220,1.209
1.066972,0.2178,-1.1219,-0.6520,1.316
1.067319,0.2721,-1.1943,-0.9471,1.548
1.072872,0.3346,-1.2866,-1.1421,1.753
1.075780,0.4020,-1.3643,-1.2383,1.886
1.076262,0.4538,-1.3628,-1.1113,1.816
1.077777,0.4738,-1.3140,-0.8557,1.638
1.080712,0.4762,-1.2670,-0.6276,1.492
1.081437,0.4621,-1.2431,-0.4541,1.402
1.085052,0.4396,-1.2275,-0.3183,1.342
1.089942,0.4274,-1.2363,-0.1096,1.313
1.090517,0.4494,-1.2744,0.3028,1.385
1.093058,0.4993,-1.3316,0.7347,1.601
1.097927,0.4660,-1.2890,0.5612,1.481
1.098755,0.4054,-1.2045,0.1342,1.278
1.101134,0.3966,-1.1938,-0.0359,1.258
1.105117,0.4284,-1.2128,-0.0012,1.286
1.105807,0.4851,-1.2231,0.1386,1.323
1.107761,0.5300,-1.2392,0.2548,1.372
1.111698,0.5574,-1.2402,0.2895,1.390
1.112162,0.5725,-1.2216,0.2304,1.369
1.115625,0.5867,-1.1864,0.1542,1.333
1.119839,0.5867,-1.1478,0.0795,1.292
1.120281,0.5950,-1.1141,0.0057,1.263
1.122614,0.6068,-1.0770,-0.0364,1.237
1.127214,0.6092,-1.0437,-0.0725,1.211
1.127662,0.6107,-1.0086,-0.1130,1.184
1.139103,0.6317,-1.0008,-0.1492,1.193
1.139885,0.6834,-1.0125,-0.1624,1.232
1.140227,0.7152,-1.0237,-0.1683,1.260
1.140550,0.7211,-1.0227,-0.1800,1.264
1.140848,0.7299,-1.0208,-0.1854,1.269
1.141130,0.7191,-1.0081,-0.1995,1.254
1.153114,0.6805,-0.9743,-0.2313,1.211
1.154421,0.6448,-0.9450,-0.2528,1.172
1.154985,0.6131,-0.9177,-0.2738,1.137
1.156753,0.5911,-0.9040,-0.2890,1.118
1.157342,0.5535,-0.8796,-0.2919,1.079
1.157861,0.5422,-0.8855,-0.2611,1.071
1.159288,0.5193,-0.8884,-0.2465,1.058
1.164523,0.5002,-0.8977,-0.2421,1.056
1.165691,0.4778,-0.8933,-0.2416,1.041
1.166850,0.4587,-0.8860,-0.2553,1.030
1.171412,0.4504,-0.8747,-0.2494,1.015
1.172446,0.4479,-0.8615,-0.2142,0.994
1.174580,0.4259,-0.8410,-0.2279,0.970
1.179806,0.4054,-0.8273,-0.2186,0.947
1.180944,0.4025,-0.8229,-0.2054,0.939
1.182489,0.3697,-0.8019,-0.2313,0.913
1.186174,0.3849,-0.8117,-0.2000,0.920
1.187046,0.4020,-0.8224,-0.1400,0.926
1.190351,0.4035,-0.8200,-0.1248,0.922
1.193774,0.3766,-0.7882,-0.1566,0.888
1.194716,0.3707,-0.7726,-0.1449,0.869
1.199502,0.3663,-0.7506,-0.1106,0.842
1.201392,0.3771,-0.7530,-0.0803,0.846
1.201921,0.3874,-0.7613,-0.0662,0.857
1.205751,0.3966,-0.7628,-0.0603,0.862
1.209873,0.4084,-0.7716,-0.0569,0.875
1.210369,0.4133,-0.7721,-0.0613,0.878
1.214480,0.4245,-0.7775,-0.0652,0.888
1.217017,0.4259,-0.7912,-0.0725,0.901
1.217588,0.4333,-0.7931,-0.0730,0.907
1.220625,0.4435,-0.8058,-0.0759,0.923
1.224273,0.4592,-0.8107,-0.0789,0.935
1.224722,0.4660,-0.8234,-0.0784,0.949
1.236739,0.4733,-0.8244,-0.0745,0.953
1.237672,0.4846,-0.8336,-0.0686,0.967
1.238087,0.4880,-0.8346,-0.0691,0.969
1.238381,0.4944,-0.8385,-0.0554,0.975
1.238858,0.4939,-0.8459,-0.0608,0.981
1.239154,0.4914,-0.8507,-0.0628,0.984
1.242612,0.4885,-0.8556,-0.0715,0.988
1.246614,0.4851,-0.8551,-0.0730,0.986
1.247316,0.4787,-0.8556,-0.0828,0.984
1.250386,0.4753,-0.8473,-0.0906,0.976
1.254910,0.4650,-0.8424,-0.1057,0.968
1.255382,0.4587,-0.8356,-0.1135,0.960
1.257034,0.4489,-0.8346,-0.1238,0.956
1.261255,0.4479,-0.8366,-0.1262,0.957
1.261877,0.4435,-0.8327,-0.1165,0.951
1.265628,0.4391,-0.8371,-0.1150,0.952
1.269129,0.4377,-0.8366,-0.1248,0.952
1.269774,0.4201,-0.8395,-0.1385,0.949
1.273600,0.4069,-0.8400,-0.1551,0.946
1.277699,0.3932,-0.8434,-0.1615,0.944
1.278221,0.3913,-0.8551,-0.1610,0.954
1.279848,0.3854,-0.8620,-0.1693,0.959
1.283951,0.3786,-0.8634,-0.1707,0.958
1.285251,0.3776,-0.8708,-0.1619,0.963
1.287054,0.3766,-0.8693,-0.1634,0.961
1.291151,0.3776,-0.8708,-0.1566,0.962
1.292213,0.3796,-0.8703,-0.1551,0.962
1.295685,0.3844,-0.8659,-0.1512,0.959
1.300204,0.3927,-0.8639,-0.1507,0.961
1.301688,0.4030,-0.8581,-0.1478,0.959
1.304575,0.4118,-0.8615,-0.1478,0.966
1.305408,0.4196,-0.8595,-0.1429,0.967
1.306106,0.4279,-0.8727,-0.1385,0.982
1.309956,0.4299,-0.8712,-0.1331,0.981
1.315812,0.4308,-0.8806,-0.1321,0.989
1.316802,0.4308,-0.8864,-0.1341,0.995
1.318492,0.4328,-0.8957,-0.1336,1.004
1.320354,0.4245,-0.9011,-0.1429,1.006
1.320853,0.4191,-0.9021,-0.1468,1.005
1.324368,0.4152,-0.9001,-0.1546,1.003
1.339154,0.4133,-0.8933,-0.1605,0.997
1.340188,0.4069,-0.8869,-0.1683,0.990
1.340556,0.4123,-0.8767,-0.1673,0.983
1.340881,0.4176,-0.8816,-0.1600,0.989
1.341225,0.4284,-0.8777,-0.1585,0.989
1.341701,0.4347,-0.8864,-0.1654,1.001
1.351891,0.4474,-0.8903,-0.1644,1.010
1.352816,0.4557,-0.8952,-0.1825,1.021
1.353154,0.4694,-0.8938,-0.1781,1.025
1.353808,0.4910,-0.8772,-0.1683,1.019
1.354209,0.4807,-0.8903,-0.1590,1.024
1.354526,0.4718,-0.8874,-0.1414,1.015
1.358636,0.4592,-0.8811,-0.1267,1.002
1.359290,0.4484,-0.8708,-0.1189,0.987
1.361802,0.4289,-0.8483,-0.1199,0.958
1.366554,0.4020,-0.8209,-0.1126,0.921
1.367189,0.3810,-0.7819,-0.1067,0.876
1.372001,0.3634,-0.7452,-0.1150,0.837
1.374750,0.3448,-0.7095,-0.1194,0.798
1.375220,0.3302,-0.6768,-0.1311,0.764
1.378476,0.3282,-0.6523,-0.1424,0.744
1.382433,0.3292,-0.6426,-0.1580,0.739
1.382851,0.3292,-0.6397,-0.1698,0.739
